"Categoria","Ano","num_chave_nota_fiscal_eletronica","num_item_nota_fiscal_eletronica","cod_anp","cod_ncm","cod_unidade","des_anp","des_produto"
XX,2023,"41230224350771000177550180000055291004519073",25,,"38190000",UN,,IPIRANGA FLUIDO DOT 4 200ML
XX,2023,"41230310885089000174650050000343751001005240",2,,"91101190",UN,,CAFE CORTESIA
XX,2023,"41230328443626000191650010003022871458562251",2,,"22021000",UN,,AGUA MINERAL 510 ML
XX,2023,"41230332249798000104650070002457791310441018",2,,"34029029",UNID,,LIMPA PARABRISA TRIBOIL 100ML
XX,2023,"41230375176859000155650040005728091756905081",2,,"17041000",UN,,"GOMA DE MASCAR TRIDENT 14S INTENSE MENTA 25,2GR"
XX,2023,"41230379086419000672650100004913991102418205",1,,"84212300",PC,,JFO313-FILTRO OLEO MAZDA 626 2.0 95/00
XX,2023,"41230405203467000314650040000390591164956104",1,,"22011000",UNID,,AGUA S/ GAS 510 ML
XX,2023,"41230405203467000314650040000390591164956104",2,,"22011000",UNID,,AGUA S/ GAS 510 ML
XX,2023,"41230405203467000314650040000390591164956104",3,,"18069000",UNID,,CHOCOLATE PRESTIGIO
XX,2023,"41230405203467000314650040000390591164956104",4,,"19053200",UNID,,TRENTO 26/32 GR TODO
XX,2023,"41230476064021000132550020000141871122450830",2,,"22011000",UN,,AGUA CRYSTAL TANGERINA 510ML
XX,2023,"41230476799402000160650050002032651002047150",2,,"21069050",UN,,BALA MENTOS VITAMINS 48G POTE
XX,2023,"41230604868412000522650012687978101439182215",2,,"31021010",l,,ARLA 32 GRANEL
XX,2023,"41230605654856000102650010004600531458613417",1,,"22011000",UN,,AGUA S/GAS 500 ML
XX,2023,"41230609379278000277650360000149231005412500",1,,"31021010",UN,,ARLA 32 ECO BRILHO
XX,2023,"41230615505822000100550030000993851161818473",2,,"31021010",LT,,IPI ARLA 32 LITRO GRANEL
XX,2023,"41230625408118000184650010002321871041144561",2,,"22029900",UN,,ENERGETICO RED BULL 250ML
XX,2023,"41230703566285000110650150004246691006268601",1,,"18063110",UN,,SNICKERS COCO 42G
XX,2023,"41230710885089000174650060000739251001614591",1,,"91101190",UN,,CAFE CORTESIA
XX,2023,"41230776064021000132550020000155361008748386",2,,"22011000",UN,,AGUA CRYSTAL C/G 500ML
XX,2023,"41230776064021000132550020000155361008748386",3,,"18063210",UN,,SUFLAIR 50G
XX,2023,"41230776064021000132550020000155361008748386",4,,"17049010",UN,,PRESTIGIO BRANCO 33G
XX,2023,"41230776064021000132550020000155361008748386",5,,"17049020",UN,,FRUITTELLA MOR/CREM 41G
XX,2023,"41230803309863000133650010005880981006437260",2,,"31021010",LT,,ARLA 32
XX,2023,"41230825244490000100650010015847761016577428",1,,"34011190",UN,,SABONETE FRANCIS 90G
XX,2023,"41230825244490000100650010015847761016577428",2,,"96032100",UN,,ESCOVA DENTAL KOLYNOS 1UN
XX,2023,"41230825244490000100650010015847761016577428",3,,"18063210",UN,,CHOCOLATE SHOT AO LEITE AMENDOIM 80G
XX,2023,"41230837623343000112650030000929071003186663",2,,"22011000",UN,,AGUA MINERAL PERUILLE C G 500
XX,2023,"41230901897733000133550050000131031006510037",2,,"20091900",UN,,SUCO PRATS LARANJA 300 ML
XX,2023,"41230902093112000160650010004481691624954648",2,,"84212990",UN,,ARLA
XX,2023,"41230911910871000169650030007884211130716200",2,,"31021010",l,,ARLA 32 GRANEL
XX,2023,"41230976064021000132550020000162401135634841",2,,"19041000",UN,,CHEETOS LUA 40G
XX,2023,"41230976064021000132550020000162401135634841",3,,"17041000",UN,,TRIDENT TUTTI FRUITTI 14S
XX,2023,"41230982275678000141650060002071851989462790",1,,"34029039",UN,,STP LIMPA PARABRISAS 100ML
XX,2023,"41231002093112000160650010004540391962575116",1,,"84212990",UN,,ARLA
XX,2023,"41231008313567000120650070003403291004081413",1,,"22011000",UN,,CRYSTAL 500ML SEM G
XX,2023,"41231217276613000159650120000886811745364639",1,,"31021010",L,,ARLA GRANEL
XX,2023,"41231242525511000177650170001982881000006996",2,,"27101932",UN,,ADITIVO RADNAQ ROSA 500ML
XX,2023,"41231242525511000177650170001982881000006996",3,,"84212300",UN,,WO-346
XX,2023,"41231242525511000177650170001982881000006996",4,,"84212300",UN,,FAP-3599
XX,2023,"41231279069753000294650030007542261741975335",1,,"31021010",L,,ARLA 32 GRANEL
XX,2023,"42230283650655000132550030000032111282002180",2,,"84212300",UN,,PSL TM5 - 55 - 78 - 152
XX,2023,"42230283650655000132550030000032111282002180",3,,"84219999",UN,,JFA 413 FILTRO AR HONDA CRV
XX,2023,"42230283650655000132550030000032111282002180",4,,"38249941",UN,,ADITIVO PARA RADIADORES 500ML
XX,2023,"42230283650655000132550030000032111282002180",14,,"38249941",UN,,ADITIVO PARA RADIADORES 500ML
XX,2023,"42230408278450000152550020000091511566762595",2,,"19059090",UN,,DORITOS NACHO 53G
XX,2023,"42230416581045000137650050000326161000344853",1,"0","21069050",UN,"0","CHICLETE TRIDENT BLUEBERRY 30,6G"
XX,2023,"42230416581045000137650050000326161000344853",2,"0","17049020",UN,"0",BALA FRUITTELLA CARAMELO MORANGO 40G
XX,2023,"42230586446895000108650010000356701103150538",1,"0","21050010",un,"0",SORVETE NESTLE CONE OREO 62G
XX,2023,"42230586446895000108650010000356701103150538",2,"0","22011000",un,"0",AGUA ARMAZEM-500ML-SEM GAS
XX,2023,"42230586446895000108650010000356701103150538",4,"0","19053200",un,"0",TRENTO (CHOCO BRANCO/DARK)-32G
XX,2023,"42230586446895000108650010000356701103150538",5,"0","19053200",un,"0",TRENTO AVELA BRANCO 32G
XX,2023,"42230683650655000132650010000768431141434467",2,"0","38249941",UN,"0",ADITIVO PARA RADIADORES 500ML
XX,2023,"42230683650655000132650010000768431141434467",3,"0","84212300",UN,"0",PSL TM5 - 55 - 78 - 152
XX,2023,"42230683650655000132650010000768431141434467",4,"0","84212300",PC,"0",ARL 1040
XX,2023,"42230783650655000132650010001135871261100360",1,"0","38249941",UN,"0",ADITIVO PARA RADIADORES 500ML
XX,2023,"42230783650655000132650010001135871261100360",3,"0","84212300",UN,"0",PSL 619 FILTRO BLINDADO
XX,2023,"42230783650655000132650010001135871261100360",4,"0","84219999",UN,"0",JFA 413 FILTRO AR HONDA CRV
XX,2023,"42231042659453000174650010001385231010827869",1,"0","21069050",UN,"0","GOMA MASC TRIDENT MENTA VERDE 14S 25,2G"
XX,2023,"42231042659453000174650010001385231010827869",2,"0","21069050",UN,"0",GOMA TRIDENT BLUEBERRY 14S 252G
XX,2023,"43230107473735016266650020006105981007772901",1,,"19012000",UN,,PAO DE QUEIJO UN
XX,2023,"43230107473735016266650020006105981007772901",2,,"18069000",UNI,,CAFE NESCAFE MAQ 140ML
XX,2023,"43230172500069000195650040006150391006164899",2,,"20052000",UN,,LAYS CLASSICA 80G
XX,2023,"43230306309559000184650110002771351223510156",2,,"18069000",UN,,BOMBOM PRESTIGIO 32G
XX,2023,"43230306309559000184650110002771351223510156",3,,"22011000",UN,,AGUA MINERAL DA PEDRA COM GAS 500ML
XX,2023,"43230327774361000141550010000013671946494486",2,,"40169300",UN,,ANEL BUJAO CARTER
XX,2023,"43230327774361000141550010000013671946494486",3,,"84212300",UN,,FILTRO OLEO
XX,2023,"43230393489243004537650020014374751020317380",1,,"38119090",UN,,ADITIVO BARDAHL MAX LUB 100ML
XX,2023,"43230443648976000935650200000138331098637528",2,,"17041000",UN,,BALA DE GOMA GOMETS
XX,2023,"43230500121811000302650090006502351882366835",2,,"19021100",UN,,PAO DE QUEIJO GRANDE UN
XX,2023,"43230517354868000192650260000117601437935670",1,,"21011190",UN,,CAFE CREMOSO  MAQ. NESCAFE
XX,2023,"43230687633046000126650250003302741161039096",1,,"21069090",UN,,PASTEL FRITO
XX,2023,"43230687633046000126650250003302741161039096",2,,"22021000",UN,,COCACOLA LT 220ML
XX,2023,"43230704123589000176650020003157231718238200",1,,"22029900",UN,,ENERGETICO RED BULL SUGAR FREE 250ML
XX,2023,"43230704123589000176650020003157231718238200",2,,"22011000",UN,,AGUA MINERAL DA PEDRA SEM GAS 500ML
XX,2023,"43230704123589000176650020003157231718238200",3,,"19042000",UN,,BARRA DE CEREAL NUTRY AVEIA BANANA 22G
XX,2023,"43230706019424000184650020008128011892034080",2,,"34029019",UN,,LIMPA VIDRO PARABRISA CONCENTRADO 100ML NOBRAK
XX,2023,"43230707473735006031650020009914621010577105",1,,"17049090",UN,,PACOCA ROLHA LIGHT POTE DACOLONIA 170G
XX,2023,"43230789088710000129550010000096041529498969",2,,"84212990",PC,,FILTRO COMBUSTIVEL CLIO
XX,2023,"43230789088710000129550010000096041529498969",3,,"84212300",UN,,FILTRO OLEO CLIO
XX,2023,"43230789088710000129550010000096041529498969",4,,"84219999",PC,,FILTRO AR CLIO
XX,2023,"43230793489243001007650020017997971024066532",1,,"22029900",UN,,ENERGETICO BALY MACA VERDE S/ ACUCAR 473ML
XX,2023,"43230807473735009561650020031212211031351007",1,,"38111900",UNI,,STP LIMPEZA COMPLETA
XX,2023,"43230807473735010578650020011330301005510639",1,,"21069050",UN,,CHICLE TRIDENT 5S MAX MENTA BLUEBERRY UN
XX,2023,"43230817376243000202650040006027221734507006",2,,"19059090",UN,,LANCHE PAO DE QUEIJO
XX,2023,"43230817376243000202650040006027221734507006",3,,"19022000",UN,,LANCHES ASSADOS OU FRITOS
XX,2023,"43230893489243002674650020026143011026530422",1,,"38119090",UN,,ADITIVO BARDAHL PROMAX 1L
XX,2023,"43230894214368000104650020010289931010317960",2,,"22011000",UN,,AGUA DA PEDRA SEM GAS 500ML
XX,2023,"43230897165203000170650010000582611076039231",2,,"22021000",UN,,ÁGUA MINERAL ref
XX,2023,"43230904895663000172650010012149101764816536",1,,"19041000",UN,,CROCANTINHO 50GR DOM ZE
XX,2023,"43231089470462003444650040009363171776055744",2,,"21011200",UN,,CAFE BEBIDA NESTLE MOKACCINO
XX,2023,"43231093489243002593650020017390861017567460",1,,"22011000",UN,,AGUA MINERAL DA PEDRA S/GAS 500ML
XX,2023,"43231107424364000148650010000001971202329593",1,,"84219999",PC,,LR 30d Filtro do oleo
XX,2023,"43231107473735013755650020009324941011189204",1,,"38111900",UN,,STP LIMPEZA COMPLETA
XX,2023,"43231127774361000141550010000020341679141601",2,,"84212300",UN,,FILTRO OLEO
XX,2023,"43231228056275000166650150011412931683687661",1,,"19022000",UN,,LANCHE MM RISOLES
XX,2023,"43231228056275000166650150011412931683687661",2,,"21069090",UN,,LANCHE PASTEL FRITO
XX,2023,"43231228056275000166650150011412931683687661",3,,"22029900",UN,,SUCO DEL VALLE NECTAR GOIABA 290ML
XX,2023,"50230302394473000146550010001736161016600578",1,"0","84219999",UN,"0",FILTRO ARS 7065
XX,2023,"50230302394473000146550010001736161016600578",3,"0","84213990",PC,"0",FILTRO ACP 887
XX,2023,"50230302394473000146550010001736161016600578",4,"0","84212300",UN,"0",FILTRO PSL 146
XX,2023,"50230302394473000146550010001736161016600578",8,"0","84219999",PC,"0",FILTRO JFC 207/2
XX,2023,"50230302394473000146550010001736161016600578",11,"0","34029039",UN,"0",LIMPA PARA BRISA WURTH 100 ML
XX,2023,"50230304990440000194550010000306691007465776",8,"0","34029039",UN,"0",LIMPA VIDRO WUT
XX,2023,"50230402422918000154650010007131351007115038",1,"0","84219999",UN,"0",FILTRO JFA 282
XX,2023,"50230402422918000154650010007131351007115038",2,"0","84212300",UN,"0",FILTRO JFO 211
XX,2023,"50230404990440000194550010000309631007615847",5,"0","38249941",UN,"0",IPIRANGA ADITIVO RADIADOR ROSA 1L
XX,2023,"50230604990440000194550010000316791007979623",9,"0","85129000",UN,"0",AUTOIMPACT PALHETA PA19
XX,2023,"50230604990440000194550010000316791007979623",10,"0","85129000",UN,"0",AUTOIMPACT PALHETA PA21
XX,2023,"50230704297150000240650010003347901695169174",2,"0","22011000",UN,"0","AGUA CRYSTAL S/GAS PET 1,5LT"
XX,2023,"50230715455827000167650040004510301742228265",1,"0","84219999",PC,"0",FIL.C24011
XX,2023,"50230715455827000167650040004510301742228265",2,"0","84212300",UN,"0",FIL.PSL158
XX,2023,"50230715455827000167650040004510301742228265",3,"0","84213990",UN,"0",FIL.WEGA AKX1995
XX,2023,"50230715455827000167650040004510301742228265",5,"0","84219999",UN,"0",FIL.PC949
XX,2023,"50230737527793000101650010001327351001341852",3,"0","27101932",UN,"0",LIMPA PARABRISA PASTILHA ECO-W WURTH 5g
XX,2023,"50230804990440000194550010000323021008333727",9,"0","84212300",UN,"0",TECFIL FILTRO DE OLEO PSL34M-(TM1)
XX,2023,"50230804990440000194550010000323021008333727",10,"0","84219999",UN,"0",TECFIL FILTRO DE AR ARS7065
XX,2023,"50230804990440000194550010000323021008333727",11,"0","38200000",UN,"0",IPIRANGA ADITIVO RADIADOR ROSA 1L
XX,2023,"50231004990440000194550010000329271008726180",7,"0","38200000",UN,"0",IPIRANGA ADITIVO RADIADOR ROSA 1L
XX,2023,"50231101332532000199650010005166851005525606",2,,"84219999",UN,,ARL 2206
XX,2023,"50231101332532000199650010005166851005525606",3,,"84213990",UN,,ACP 887
XX,2023,"50231101332532000199650010005166851005525606",4,,"38089429",UN,,STP IGENIZACAO DE AR
XX,2023,"50231101332532000199650010005166851005525606",5,,"33029019",UN,,AROMATIZANTES DIVERSOS
XX,2023,"50231101332532000199650010005235461005598162",1,,"84212300",UN,,PSL 615
XX,2023,"52230138251020000108650020000782391635644920",1,,"38111900",UN,,PRO D - LIMPA SISTEMA INJECAO DIESEL 200ML
XX,2023,"52230201135540000145550020000013461035263549",4,,"02109990",UN,,GALAO 5 LT BOMBONA INMETRO
XX,2023,"52230214137177000149550020000017361714874432",10,,"38111900",UN,,SPEED DIESEL - 200ML
XX,2023,"52230307826959000120650020002560691254566110",2,,"31021010",UN,,ARLA 32 GRANEL
XX,2023,"52230314137177000149550020000018311720389632",10,,"34029039",UN,,STP_ LIMPA PARABRISAS 24 X 100 ML
XX,2023,"52230314137177000149550020000018311720389632",11,,"38111900",UN,,STP_ DIESEL FUEL TREATMEN T 24 X 236 ML
XX,2023,"52230314137177000149550020000018311720389632",12,,"38111900",UN,,STP_ DIESEL FUEL TREATMEN T 24 X 236 ML
XX,2023,"52230404016141000153650030000622511843195308",3,,"31021010",UN,,ARLA 32 20LT
XX,2023,"52230627434726000199650010003793111193776900",4,,"39233000",UN,,BOMBONA P TRANSP COMBUST C BICO 5LTS
XX,2023,"52230627434726000199650010003793111193776900",5,,"39233000",UN,,BOMBONA P TRANSP COMBUST C BICO 5LTS
XX,2023,"52230705083451000153550010000536131241010641",5,,"84213100",UN,,TM 5
XX,2023,"52230718083682000109550010000113061443625835",2,,"38249941",UN,,ADITIVO PROTECTOR ROSA 1l
XX,2023,"52230801135714000170550010000119931863298299",1,,"38112190",UN,,BARDAHL LIMPA VIDROS 100ML
XX,2023,"52230904016141000153650030000676681767362920",1,,"31021010",UN,,ARLA 32 20LT
XX,2023,"52230908704435000129550010000018071000814610",1,,"84219999",PC,,FILTRO U5001KIT (ARLA)
XX,2023,"52230908704435000129550010000018071000814610",4,,"84212300",PC,,FILTRO PSL282
XX,2023,"52230908704435000129550010000018071000814610",5,,"84212300",PC,,FILTRO WK940/24
XX,2023,"52230908704435000129550010000018071000814610",6,,"84212300",PC,,FILTRO PSC496
XX,2023,"52230908704435000129550010000018071000814610",7,,"84212300",PC,,FILTRO PSL127
XX,2023,"52230908704435000129550010000018071000814610",8,,"84219999",PC,,FILTRO PC952
XX,2023,"52230908704435000129550010000018071000814610",9,,"84212300",PC,,FILTRO JFC 283 (HILUX)
XX,2023,"52230908704435000129550010000018071000814610",10,,"84219999",PC,,FILTRO ARS7065
XX,2023,"52230908704435000129550010000018071000814610",11,,"84213990",PC,,FILTRO ACP887
XX,2023,"52231005918919000182650020005493831710293984",2,,"31021010",UN,,ARLA GRANEL
XX,2023,"52231045543915051096650040006103701737275835",2,,"38112150",un,,ADT OLEO MAX
XX,2023,"52231101272434000294650020006785551532756449",2,"740101003","31021010",UN,OUTROS ADITIVOS - ADITIVOS,ARLA - GRANEL
XX,2023,"52231140176849000135650010000068191144460734",2,,"87089990",UN,,FILTRO OLEO
XX,2023,"52231210395273000136650020003219941473847723",2,,"31021010",L,,ARLA 32
XX,2023,"53230143760039000462550010000242801261801625",2,,"76169900",PC,,JUNTA DE ALUMINIO DO
XX,2023,"53230143760039000462550010000242801261801625",3,,"84219999",PC,,ELEMENTO DE FILTRO D
XX,2023,"53230200672345000191650180000000399000189914",1,"0","38190000",UN,"0",MOTORFIX M21 LIMPA PARABRISA 90ML
XX,2023,"53230234507924000109650010000186931750186931",1,"0","84212990",UN,"0",FS 04/7 FILTRO DE COMB 2448/1
XX,2023,"53230234507924000109650010000186931750186931",2,"0","38112120",UN,"0",ORBI ADITIVO RADIADOR ORGANICO ROSA 1LT
XX,2023,"53230234507924000109650010000186931750186931",4,"0","84212300",UN,"0",LB 545 F OLEO VW UP 1 0 FLEX 2014 FOBR92S PSL 545 OC 1449
XX,2023,"53230246378127005613555600000002911781136654",1,,"84219999",UN,,FILTRO DE OLEO WEGA WO545 [L]
XX,2023,"53230300306597003112650230003025591003053764",1,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230300306597006308650230003914631003954160",2,"0","27101932",UN,"0",AT FLUIDO 500ML
XX,2023,"53230300306597007290650230002654261002669339",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230314543939000530550010000075311181720092",2,,"84219999",UN,,FILTRO DE AR - FAP3285 GTIN 7798186471792
XX,2023,"53230314543939000530550010000075311181720092",3,,"87088000",UN,,FILTRO OLEO - WO346 GTIN 7798186472003
XX,2023,"53230335804521000186650010000435481817159674",1,"0","84212300",UN,"0",FILTRO TECFIL PSL34MP TM 2
XX,2023,"53230400306597006308650230003994501004035666",2,"0","38249941",UN,"0",ADITIVO  DIRECT INJECTOR CLEANER
XX,2023,"53230400306597006308650230004044531004086847",2,"0","38249941",UN,"0",ADITIVO  DIRECT INJECTOR CLEANER
XX,2023,"53230400549675000194550550005750621315936996",1,,"40169300",UN,,ANEL RETENTOR VEDADOR
XX,2023,"53230400549675000194550550005750621315936996",2,,"84219999",UN,,FILTRO DE OLEO
XX,2023,"53230400549675000194550550005750621315936996",3,,"84213990",UN,,FILTRO DO AR-CONDICIONADO
XX,2023,"53230400549675000194550550005750621315936996",4,,"63071000",UN,,PANO DE LIMPEZA
XX,2023,"53230400549675000194550550005750621315936996",7,,"84219999",UN,,FILTRO DE AR DO MOTOR
XX,2023,"53230433486425000101650010002149901003884304",2,"0","84212300",UN,"0",PSL 545
XX,2023,"53230433486425000101650010002149901003884304",3,"0","84219999",UN,"0",ARL 6080
XX,2023,"53230500306597003112650230003199441003232164",1,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230500306597005085650230010099961010116365",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230500306597006995650230002307201002336526",2,"0","39233090",UN,"0",BOMBONA (GALAO DE EMERGENCIA)
XX,2023,"53230500306597007614650230006369811006403009",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230500306597008343650230005239671005271751",2,"0","27101999",UN,"0",ADITIVO DIESEL RENDMAX 200 ML
XX,2023,"53230505000684000226650020007257871698257426",3,"0","39232990",UN,"0",GALAO DE EMERGENCIA
XX,2023,"53230506033785000185550010000036711005848018",1,,"84212300",UN,,FILTRO DE OLEO
XX,2023,"53230506033785000185550010000036711005848018",2,,"84213100",UN,,FILTRO DE AR MOTOR
XX,2023,"53230506033785000185550010000036711005848018",3,,"84212300",UN,,FILTRO DE AR CONDICIONADO
XX,2023,"53230506033785000185550010000036711005848018",5,,"40103900",UN,,ADITIVO P/ ARREFECIMENTO
XX,2023,"53230506033785000185550010000036711005848018",6,,"00000000",UN,,CONDICIONADOR DE METAIS
XX,2023,"53230506033785000185550010000036711005848018",8,,"40103200",UN,,KIT CORREIA ACESSORIOS
XX,2023,"53230508175423000669550010001981601976661365",1,,"40169300",UN,,ANEL BUJAO DO CARTER DE OLEO
XX,2023,"53230508175423000669550010001981601976661365",2,,"84212300",UN,,FILTRO OLEO DO MOTOR  N
XX,2023,"53230508175423000669550010001981601976661365",3,"320101001","84212990",UN,GASOLINA A COMUM,FILTRO DE COMBUSTIVEL
XX,2023,"53230515309408000117650010000105901210320532",1,"0","84212300",UN,"0",FILTRO DE OLEO PSL545
XX,2023,"53230523895624000110650010000204871068504716",1,"0","84212300",UND,"0",FILTRO DE OLEO WO120
XX,2023,"53230600306597005085650230010398981010416222",2,"0","39233090",UN,"0",BOMBONA (GALAO DE EMERGENCIA)
XX,2023,"53230600306597007100650230015853991015898720",1,"0","27101999",UN,"0",ADITIVO COMBUSTIVEL OCTANE POWER - 200ML
XX,2023,"53230600306597007100650230016120561016166251",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230617351023000143650030000053321000053333",1,"0","00000000",UN,"0",FILTRO DE OLEO WO 340
XX,2023,"53230700306597004607650340020246731020289840",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230700306597005166650230002979131002995996",2,"0","38249941",UN,"0",ADITIVO  DIRECT INJECTOR CLEANER
XX,2023,"53230700306597006308650230004267771004315957",2,"0","38249941",UN,"0",ADITIVO ANTICORROSIVO PARA RADIADOR - ROSA 500 ML
XX,2023,"53230700306597006308650230004314571004364585",2,"0","38249941",UN,"0",ADITIVO ANTICORROSIVO PARA RADIADOR - ROSA 500 ML
XX,2023,"53230700306597008009650230011551431011589139",2,"0","38249941",UN,"0",ADITIVO  DIRECT INJECTOR CLEANER
XX,2023,"53230700518662000158650010000083271155902898",2,"0","84212300",UND,"0","FILTRO DE OLEO PSL564 POLO,N. BEETLE,BORA,GOLFJETTA,IBISA,CORDOBA"
XX,2023,"53230707736181000168650010002196149849639897",2,"0","31021010",LT,"0",ARLA REDUX32 GRANEL LT
XX,2023,"53230729923573000179650010000023391000023889",1,"0","38112990",UN,"0",ADITIVO DO RADIADOR
XX,2023,"53230729923573000179650010000023391000023889",2,"0","00000000",UN,"0",FILTRO DE CABINE
XX,2023,"53230729923573000179650010000023391000023889",3,"0","00000000",UN,"0",FILTRO DE COMBUSTIVEL
XX,2023,"53230729923573000179650010000023391000023889",4,"0","84219999",UN,"0",FILTRO DE AR DO MOTOR
XX,2023,"53230729923573000179650010000023391000023889",5,"0","84219999",UN,"0",FILTRO DE OLEO
XX,2023,"53230732085527000152650010001145061003929257",1,"0","38112110",UN,"0",MILITEC 200ML
XX,2023,"53230732085527000152650010001145061003929257",3,"0","84212300",UN,"0",TECFIL FILTRO DE OLEO TM3
XX,2023,"53230734941156000199650010000046241505815807",1,"0","84212300",UN,"0",WOE913 FILTRO DE OLEO
XX,2023,"53230800306597000520650230000844701000969517",3,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230800306597003112650230003414371003453431",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230800306597004607650340020745231020790152",3,"0","27101999",UN,"0",ADITIVO COMBUSTIVEL DIESEL - 200 ML POWER CLEAN
XX,2023,"53230800306597007614650230007051681007093510",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230807736181000168650010002237741849639895",1,"0","31021010",LT,"0",ARLA REDUX32 GRANEL LT
XX,2023,"53230900306597003112650230003482931003524642",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230900306597003112650230003496511003538771",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230900306597006308650230004454591004509773",2,"0","27101999",UN,"0",ADITIVO COMBUSTIVEL GASOLINA - 200 ML POWER CLEAN
XX,2023,"53230900306597006308650230004467191004522848",1,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230900306597007290650230003337371003356720",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53230901032275000501650540001792839871507018",2,"0","84213990",UN,"0",FILTRO AR CABINE
XX,2023,"53230901032275000501650540001792839871507018",3,"0","85392110",UN,"0",LAMPADA FAROL MILHA 12V
XX,2023,"53230901032275000501650540001792839871507018",4,"0","84219999",UN,"0",FILTRO AR
XX,2023,"53230901032275000501650540001792839871507018",5,"0","84219999",UN,"0",FILTRO OLEO LUBRIFICANTE
XX,2023,"53230907736181000168650010002297239849639892",2,"0","31021010",L,"0",ARLA REDUX32 GRANEL LT
XX,2023,"53230911739439000319550010000757991045453436",1,"650101002","34039900",UN,OUTRAS GRAXAS,GRAXA SILICONE P/VELAS 1G
XX,2023,"53230911739439000319550010000757991045453436",3,,"73261900",UN,,ANEL
XX,2023,"53230911739439000319550010000757991045453436",4,,"84212300",UN,,FILTRO OLE
XX,2023,"53230911739439000319550010000757991045453436",5,,"85111000",UN,,VELA
XX,2023,"53230911739439000319550010000757991045453436",6,,"84212300",UN,,FILTR COMB
XX,2023,"53230911739439000319550010000757991045453436",7,,"84213990",UN,,FILTRO AR CONDICIONADO
XX,2023,"53230911739439000319550010000757991045453436",8,,"53013000",UN,,ESTOPA
XX,2023,"53230911739439000319550010000757991045453436",9,,"32141010",UN,,KIT LUBRIFICACAO
XX,2023,"53230911739439000319550010000757991045453436",10,,"34023990",UN,,HIGIENIZADOR
XX,2023,"53230911739439000319550010000757991045453436",11,,"34023990",UN,,SHAMPOO P/ PARABRISA
XX,2023,"53230931977173000198550000000640261040998262",1,,"34029090",UN,,APR/ 096153/ / ESPUMA LIMPADORA
XX,2023,"53230931977173000198550000000640261040998262",2,,"49111010",UN,,LIT/ 041451/70/ SELO
XX,2023,"53230931977173000198550000000640261040998262",3,,"73181900",UN,,N/ 902889/01/ PARAFUSO
XX,2023,"53230931977173000198550000000640261040998262",4,,"84212300",UN,,"1SB/ 201511/ / FILTR COMB"
XX,2023,"53230931977173000198550000000640261040998262",6,,"34029039",UN,,G/052164R1/ LIMPA PARA BRISAS  200ML
XX,2023,"53230931977173000198550000000640261040998262",7,,"73181500",UN,,N/ 013815/8 / ANEL
XX,2023,"53230931977173000198550000000640261040998262",8,,"84212990",UN,,"04E/ 115561/AC/ FILTRO OLE"
XX,2023,"53230937123940000340550010000053991001684359",1,,"87089990",UN,,FILTRO DE AR
XX,2023,"53230937123940000340550010000053991001684359",2,,"87089990",UN,,LAMPADA
XX,2023,"53230937123940000340550010000053991001684359",3,,"87089990",UN,,FILTRO COMBUSTIVEL
XX,2023,"53230937123940000340550010000053991001684359",4,,"87089990",UN,,FILTRO DE OLEO
XX,2023,"53231000306597005328650230005971071005998520",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53231000306597006308650230004473951004529723",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53231000306597006308650230004555831004613974",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53231000306597006308650230004555831004613974",3,"0","38249941",UN,"0",ADITIVO ANTICORROSIVO PARA RADIADOR - ROSA 500 ML
XX,2023,"53231000306597006995650230002634571002671824",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53231000306597007100650230017619891017671356",2,"0","34023990",UN,"0",LIMPA VIDROS POWER CLEAN 24
XX,2023,"53231000306597007100650230017758111017810309",2,"0","38249941",UN,"0",ADITIVO  PROTECTOR BACTERICIDA 200 ML
XX,2023,"53231000306597009668650230016641361016759957",2,"0","27101999",UN,"0",ADITIVO COMBUSTIVEL GASOLINA - 200 ML POWER CLEAN
